Salesdate;Product;Price;Amount;Sales;PaymethodID;Customer ID;Costs;Deliverydate;DelcompID;OrderID
6-1-2019;87-Lady Hailstorm Steel Irons;226;50;11300;2;623;7797;10-1-2019;DC1;20191107708
6-1-2019;21-Capri;222;95;21090;2;493;15817,5;10-1-2019;DC1;20191107709
6-1-2019;128-Trail Scout;181;56;10136;5;350;7500,64;8-1-2019;DC1;20191107710
6-1-2019;17-Canyon Mule Cooler;91;92;8372;6;352;6195,28;10-1-2019;DC1;20191107711
6-1-2019;109-Sam;150;7;1050;7;4;756;10-1-2019;DC2;20191107712
6-1-2019;121-Star Peg;181;50;9050;1;379;7602;9-1-2019;DC3;20191107713
6-1-2019;52-Glacier GPS Extreme;127;26;3302;1;297;2410,46;10-1-2019;DC1;20191107714
6-1-2019;62-Granite Pulley;132;87;11484;4;375;9416,88;9-1-2019;DC1;20191107715
6-1-2019;103-Polar Ice;221;69;15249;7;439;10369,32;10-1-2019;DC2;20191107716
6-1-2019;10-BugShield Lotion;205;73;14965;2;566;12420,95;9-1-2019;DC2;20191107717
6-1-2019;94-Maximus;150;53;7950;6;312;6121,5;8-1-2019;DC4;20191107718
6-1-2019;125-Sun Shelter Stick;104;10;1040;4;641;696,8;9-1-2019;DC4;20191107719
6-1-2019;60-Granite Hammer;54;26;1404;4;287;1053;7-1-2019;DC2;20191107720
6-1-2019;24-Course Pro Gloves;64;67;4288;7;635;2872,96;9-1-2019;DC1;20191107721
6-1-2019;39-Firefly 2;130;76;9880;3;68;8299,2;10-1-2019;DC3;20191107722
6-1-2019;97-Mountain Man Deluxe;66;62;4092;1;661;2987,16;9-1-2019;DC3;20191107723
6-1-2019;83-Inferno;111;14;1554;3;403;1056,72;8-1-2019;DC1;20191107724
6-1-2019;133-TrailChef Deluxe Cook Set;223;67;14941;7;440;11504,57;8-1-2019;DC2;20191107725
6-1-2019;11-BugShield Lotion Lite;65;57;3705;3;447;2667,6;10-1-2019;DC3;20191107726
6-1-2019;117-Star Gazer 2;54;73;3942;4;583;2798,82;9-1-2019;DC2;20191107727
6-1-2019;97-Mountain Man Deluxe;66;90;5940;7;436;4336,2;10-1-2019;DC3;20191107728
6-1-2019;142-Venue;62;29;1798;7;469;1438,4;9-1-2019;DC4;20191107729
6-1-2019;87-Lady Hailstorm Steel Irons;226;95;21470;5;691;14814,3;8-1-2019;DC1;20191107730
6-1-2019;55-Granite Carabiner;247;15;3705;3;577;2408,25;10-1-2019;DC3;20191107731
6-1-2019;61-Granite Ice;165;26;4290;6;277;3517,8;9-1-2019;DC1;20191107732
6-1-2019;30-Deluxe Family Relief Kit;184;7;1288;7;102;1017,52;10-1-2019;DC2;20191107733
6-1-2019;104-Polar Sports;94;62;5828;3;655;4953,8;8-1-2019;DC2;20191107734
6-1-2019;22-Cat Eye;222;86;19092;6;513;13937,16;9-1-2019;DC3;20191107735
6-1-2019;69-Hawk Eye;149;1;149;4;598;123,67;9-1-2019;DC4;20191107736
6-1-2019;72-Hibernator Extreme;249;66;16434;6;135;12161,16;9-1-2019;DC1;20191107737
6-1-2019;109-Sam;150;34;5100;4;657;3672;8-1-2019;DC4;20191107738
6-1-2019;2-Astro Pilot;115;47;5405;3;106;4432,1;9-1-2019;DC4;20191107739
6-1-2019;143-Zodiak;151;31;4681;6;2;3276,7;7-1-2019;DC4;20191107740
6-1-2019;19-Canyon Mule Journey Backpack;143;36;5148;6;437;3449,16;9-1-2019;DC2;20191107741
6-1-2019;10-BugShield Lotion;205;87;17835;7;347;14803,05;8-1-2019;DC3;20191107742
6-1-2019;85-Insect Bite Relief;138;45;6210;3;543;4036,5;9-1-2019;DC2;20191107743
6-1-2019;3-Auto Pilot;81;52;4212;4;547;2822,04;9-1-2019;DC1;20191107744
6-1-2019;100-Opera Vision;77;100;7700;3;193;5313;10-1-2019;DC1;20191107745
6-1-2019;133-TrailChef Deluxe Cook Set;223;85;18955;3;324;14595,35;9-1-2019;DC2;20191107746
6-1-2019;108-Retro;109;6;654;4;541;529,74;9-1-2019;DC3;20191107747
6-1-2019;113-Seeker Mini;237;49;11613;5;516;9174,27;7-1-2019;DC4;20191107748
6-1-2019;109-Sam;150;39;5850;7;249;4212;9-1-2019;DC2;20191107749
6-1-2019;115-Sky Pilot;233;47;10951;5;389;8322,76;9-1-2019;DC2;20191107750
6-1-2019;99-Mountain Man Extreme;117;65;7605;6;319;6388,2;9-1-2019;DC1;20191107751
6-1-2019;72-Hibernator Extreme;249;29;7221;5;564;5343,54;10-1-2019;DC2;20191107752
6-1-2019;63-Granite Shovel;127;26;3302;6;545;2674,62;10-1-2019;DC3;20191107753
6-1-2019;49-Glacier Basic;215;69;14835;1;567;11868;10-1-2019;DC1;20191107754
6-1-2019;27-Course Pro Putter;198;71;14058;3;596;10965,24;8-1-2019;DC1;20191107755
6-1-2019;64-Granite Signal Mirror;234;20;4680;5;324;3556,8;9-1-2019;DC3;20191107756
6-1-2019;100-Opera Vision;77;49;3773;3;407;2603,37;8-1-2019;DC1;20191107757
6-1-2019;141-TX;181;96;17376;7;238;11815,68;9-1-2019;DC2;20191107758
6-1-2019;30-Deluxe Family Relief Kit;184;72;13248;1;598;10465,92;10-1-2019;DC1;20191107759
6-1-2019;131-TrailChef Cook Set;107;100;10700;3;5;7169;7-1-2019;DC3;20191107760
6-1-2019;13-BugShield Spray;196;80;15680;4;487;10192;8-1-2019;DC3;20191107761
6-1-2019;87-Lady Hailstorm Steel Irons;226;23;5198;6;12;3586,62;9-1-2019;DC2;20191107762
6-1-2019;61-Granite Ice;165;23;3795;7;506;3111,9;7-1-2019;DC4;20191107763
6-1-2019;13-BugShield Spray;196;9;1764;5;643;1146,6;8-1-2019;DC3;20191107764
6-1-2019;106-Polar Wave;213;7;1491;1;351;1237,53;10-1-2019;DC1;20191107765
6-1-2019;107-Ranger Vision;111;63;6993;1;552;5944,05;10-1-2019;DC3;20191107766
6-1-2019;38-Fairway;78;56;4368;1;169;3232,32;9-1-2019;DC1;20191107767
6-1-2019;39-Firefly 2;130;48;6240;4;168;5241,6;10-1-2019;DC4;20191107768
6-1-2019;117-Star Gazer 2;54;21;1134;4;194;805,14;8-1-2019;DC2;20191107769
6-1-2019;122-Sun Blocker;77;28;2156;2;373;1573,88;10-1-2019;DC3;20191107770
6-1-2019;10-BugShield Lotion;205;92;18860;2;570;15653,8;10-1-2019;DC3;20191107771
6-1-2019;63-Granite Shovel;127;13;1651;6;42;1337,31;7-1-2019;DC3;20191107772
6-1-2019;4-Bear Edge;149;83;12367;4;231;8904,24;7-1-2019;DC2;20191107773
6-1-2019;125-Sun Shelter Stick;104;70;7280;3;682;4877,6;9-1-2019;DC2;20191107774
6-1-2019;132-TrailChef Cup;179;86;15394;2;634;12623,08;8-1-2019;DC2;20191107775
6-1-2019;112-Seeker Extreme;115;8;920;5;658;644;8-1-2019;DC4;20191107776
6-1-2019;54-Granite Belay;214;74;15836;1;469;10451,76;10-1-2019;DC1;20191107777
6-1-2019;141-TX;181;79;14299;2;343;9723,32;9-1-2019;DC1;20191107778
6-1-2019;16-Canyon Mule Climber Backpack;186;53;9858;7;551;6802,02;7-1-2019;DC2;20191107779
6-1-2019;75-Hibernator Pillow;245;23;5635;2;189;4395,3;10-1-2019;DC1;20191107780
6-1-2019;135-TrailChef Kettle;163;26;4238;3;671;3348,02;10-1-2019;DC4;20191107781
6-1-2019;8-Blue Steel Putter;236;45;10620;7;256;7752,6;8-1-2019;DC3;20191107782
6-1-2019;72-Hibernator Extreme;249;72;17928;5;192;13266,72;10-1-2019;DC4;20191107783
6-1-2019;37-EverGlow Single;165;3;495;7;587;356,4;9-1-2019;DC4;20191107784
6-1-2019;138-TrailChef Utensils;206;41;8446;2;97;5489,9;10-1-2019;DC4;20191107785
6-1-2019;113-Seeker Mini;237;83;19671;3;76;15540,09;10-1-2019;DC4;20191107786
6-1-2019;13-BugShield Spray;196;96;18816;2;9;12230,4;10-1-2019;DC2;20191107787
6-1-2019;104-Polar Sports;94;71;6674;7;372;5672,9;10-1-2019;DC1;20191107788
6-1-2019;65-Hailstorm Steel Irons;178;15;2670;5;155;1922,4;8-1-2019;DC4;20191107789
6-1-2019;79-Husky Rope 100;221;64;14144;2;114;11456,64;9-1-2019;DC2;20191107790
6-1-2019;104-Polar Sports;94;61;5734;3;269;4873,9;10-1-2019;DC1;20191107791
6-1-2019;137-TrailChef Single Flame;120;80;9600;4;558;7392;7-1-2019;DC3;20191107792
6-1-2019;86-Kodiak;227;5;1135;4;587;749,1;8-1-2019;DC4;20191107793
6-1-2019;26-Course Pro Golf Bag;171;69;11799;3;334;10029,15;7-1-2019;DC4;20191107794
6-1-2019;61-Granite Ice;165;40;6600;3;314;5412;7-1-2019;DC1;20191107795
6-1-2019;17-Canyon Mule Cooler;91;82;7462;2;331;5521,88;9-1-2019;DC4;20191107796
6-1-2019;93-Max Gizmo;76;83;6308;2;691;4731;9-1-2019;DC2;20191107797
6-1-2019;11-BugShield Lotion Lite;65;50;3250;1;349;2340;9-1-2019;DC2;20191107798
6-1-2019;45-Firefly Mapreader;168;20;3360;7;566;2856;8-1-2019;DC3;20191107799
6-1-2019;131-TrailChef Cook Set;107;72;7704;4;495;5161,68;10-1-2019;DC3;20191107800
6-1-2019;1-Aloe Relief;81;9;729;1;243;590,49;7-1-2019;DC2;20191107801
6-1-2019;58-Granite Extreme;235;36;8460;5;299;6175,8;8-1-2019;DC1;20191107802
6-1-2019;3-Auto Pilot;81;26;2106;3;168;1411,02;9-1-2019;DC2;20191107803
6-1-2019;104-Polar Sports;94;86;8084;7;247;6871,4;8-1-2019;DC2;20191107804
6-1-2019;132-TrailChef Cup;179;47;8413;3;667;6898,66;9-1-2019;DC2;20191107805
6-1-2019;65-Hailstorm Steel Irons;178;35;6230;6;137;4485,6;7-1-2019;DC3;20191107806
6-1-2019;100-Opera Vision;77;36;2772;5;490;1912,68;10-1-2019;DC3;20191107807
6-1-2019;107-Ranger Vision;111;38;4218;3;499;3585,3;10-1-2019;DC2;20191107808
6-1-2019;39-Firefly 2;130;61;7930;4;189;6661,2;7-1-2019;DC2;20191107809
6-1-2019;136-TrailChef Kitchen Kit;203;75;15225;5;309;12180;8-1-2019;DC1;20191107810
6-1-2019;47-Firefly Rechargeable Battery;187;54;10098;7;549;6866,64;8-1-2019;DC1;20191107811
7-1-2019;133-TrailChef Deluxe Cook Set;223;8;1784;1;415;1373,68;9-1-2019;DC2;20191107812
7-1-2019;36-EverGlow Lamp;146;69;10074;6;120;7756,98;10-1-2019;DC4;20191107813
7-1-2019;68-Hailstorm Titanium Woods Set;133;7;931;7;70;716,87;8-1-2019;DC1;20191107814
7-1-2019;46-Firefly Multi-light;248;77;19096;2;58;16231,6;10-1-2019;DC1;20191107815
7-1-2019;108-Retro;109;91;9919;2;579;8034,39;9-1-2019;DC3;20191107816
7-1-2019;15-Canyon Mule Carryall;213;98;20874;6;490;14611,8;11-1-2019;DC3;20191107817
7-1-2019;78-Husky Harness Extreme;249;64;15936;3;145;11952;11-1-2019;DC1;20191107818
7-1-2019;42-Firefly Climbing Lamp;98;33;3234;6;665;2619,54;8-1-2019;DC2;20191107819
7-1-2019;10-BugShield Lotion;205;92;18860;2;207;15653,8;9-1-2019;DC2;20191107820
7-1-2019;106-Polar Wave;213;73;15549;6;93;12905,67;10-1-2019;DC1;20191107821
7-1-2019;102-Polar Extreme;185;90;16650;1;564;13153,5;11-1-2019;DC3;20191107822
7-1-2019;123-Sun Shelter 15;95;94;8930;7;356;6340,3;10-1-2019;DC1;20191107823
7-1-2019;15-Canyon Mule Carryall;213;2;426;7;294;298,2;10-1-2019;DC1;20191107824
7-1-2019;69-Hawk Eye;149;69;10281;1;2;8533,23;11-1-2019;DC2;20191107825
7-1-2019;116-Star Dome;64;86;5504;7;576;4128;11-1-2019;DC2;20191107826
7-1-2019;140-Trendi;191;59;11269;3;269;9240,58;11-1-2019;DC2;20191107827
7-1-2019;118-Star Gazer 3;72;27;1944;5;11;1399,68;9-1-2019;DC1;20191107828
7-1-2019;12-BugShield Natural;186;23;4278;7;398;3465,18;9-1-2019;DC3;20191107829
7-1-2019;144-Zone;177;82;14514;4;419;11901,48;9-1-2019;DC4;20191107830
7-1-2019;38-Fairway;78;85;6630;5;616;4906,2;9-1-2019;DC4;20191107831
7-1-2019;63-Granite Shovel;127;21;2667;6;394;2160,27;9-1-2019;DC1;20191107832
7-1-2019;85-Insect Bite Relief;138;5;690;7;313;448,5;8-1-2019;DC2;20191107833
7-1-2019;44-Firefly Lite;159;61;9699;7;473;6789,3;8-1-2019;DC2;20191107834
7-1-2019;138-TrailChef Utensils;206;77;15862;7;362;10310,3;8-1-2019;DC1;20191107835
7-1-2019;103-Polar Ice;221;62;13702;2;28;9317,36;9-1-2019;DC2;20191107836
7-1-2019;10-BugShield Lotion;205;26;5330;5;234;4423,9;10-1-2019;DC3;20191107837
7-1-2019;9-BugShield Extreme;50;22;1100;7;652;913;8-1-2019;DC4;20191107838
7-1-2019;67-Hailstorm Titanium Irons;195;44;8580;1;381;6435;9-1-2019;DC1;20191107839
7-1-2019;114-Single Edge;200;65;13000;6;13;10400;11-1-2019;DC4;20191107840
7-1-2019;69-Hawk Eye;149;55;8195;1;687;6801,85;11-1-2019;DC2;20191107841
7-1-2019;31-Double Edge;124;28;3472;4;409;2569,28;9-1-2019;DC1;20191107842
7-1-2019;55-Granite Carabiner;247;87;21489;1;541;13967,85;8-1-2019;DC2;20191107843
7-1-2019;4-Bear Edge;149;26;3874;6;438;2789,28;11-1-2019;DC4;20191107844
7-1-2019;66-Hailstorm Steel Woods Set;100;62;6200;7;698;4092;8-1-2019;DC2;20191107845
7-1-2019;45-Firefly Mapreader;168;9;1512;7;111;1285,2;10-1-2019;DC1;20191107846
7-1-2019;75-Hibernator Pillow;245;7;1715;1;233;1337,7;9-1-2019;DC3;20191107847
7-1-2019;20-Canyon Mule Weekender Backpack;84;47;3948;6;511;2566,2;8-1-2019;DC2;20191107848
7-1-2019;139-TrailChef Water Bag;149;83;12367;2;17;9151,58;8-1-2019;DC3;20191107849
7-1-2019;28-Course Pro Umbrella;136;59;8024;6;127;5456,32;10-1-2019;DC1;20191107850
7-1-2019;4-Bear Edge;149;71;10579;6;494;7616,88;9-1-2019;DC3;20191107851
7-1-2019;38-Fairway;78;97;7566;2;257;5598,84;11-1-2019;DC4;20191107852
7-1-2019;79-Husky Rope 100;221;72;15912;4;509;12888,72;10-1-2019;DC4;20191107853
7-1-2019;121-Star Peg;181;63;11403;3;250;9578,52;9-1-2019;DC3;20191107854
7-1-2019;75-Hibernator Pillow;245;5;1225;4;270;955,5;10-1-2019;DC4;20191107855
7-1-2019;118-Star Gazer 3;72;9;648;1;609;466,56;9-1-2019;DC2;20191107856
7-1-2019;44-Firefly Lite;159;22;3498;2;339;2448,6;8-1-2019;DC4;20191107857
7-1-2019;50-Glacier Deluxe;84;7;588;6;661;499,8;11-1-2019;DC3;20191107858
7-1-2019;2-Astro Pilot;115;70;8050;6;386;6601;10-1-2019;DC4;20191107859
7-1-2019;90-Lady Hailstorm Titanium Woods Set;196;34;6664;3;265;5531,12;10-1-2019;DC4;20191107860
7-1-2019;78-Husky Harness Extreme;249;66;16434;4;170;12325,5;8-1-2019;DC3;20191107861
7-1-2019;99-Mountain Man Extreme;117;96;11232;2;583;9434,88;8-1-2019;DC2;20191107862
7-1-2019;40-Firefly 4;169;13;2197;1;238;1757,6;11-1-2019;DC1;20191107863
7-1-2019;112-Seeker Extreme;115;93;10695;4;606;7486,5;10-1-2019;DC4;20191107864
7-1-2019;129-Trail Star;129;73;9417;5;148;7533,6;8-1-2019;DC2;20191107865
7-1-2019;100-Opera Vision;77;37;2849;5;124;1965,81;9-1-2019;DC3;20191107866
7-1-2019;1-Aloe Relief;81;93;7533;5;377;6101,73;11-1-2019;DC4;20191107867
7-1-2019;50-Glacier Deluxe;84;65;5460;2;266;4641;8-1-2019;DC3;20191107868
7-1-2019;54-Granite Belay;214;88;18832;2;595;12429,12;8-1-2019;DC2;20191107869
7-1-2019;69-Hawk Eye;149;73;10877;1;526;9027,91;11-1-2019;DC2;20191107870
7-1-2019;14-Calamine Relief;97;19;1843;3;434;1511,26;9-1-2019;DC2;20191107871
7-1-2019;40-Firefly 4;169;77;13013;6;633;10410,4;10-1-2019;DC3;20191107872
7-1-2019;15-Canyon Mule Carryall;213;90;19170;7;662;13419;11-1-2019;DC4;20191107873
7-1-2019;73-Hibernator Lite;233;11;2563;4;550;2101,66;11-1-2019;DC2;20191107874
7-1-2019;126-Sun Shield;77;50;3850;7;173;2656,5;10-1-2019;DC2;20191107875
7-1-2019;41-Firefly Charger;175;27;4725;1;101;3165,75;10-1-2019;DC4;20191107876
7-1-2019;24-Course Pro Gloves;64;31;1984;3;650;1329,28;8-1-2019;DC2;20191107877
7-1-2019;100-Opera Vision;77;2;154;3;93;106,26;10-1-2019;DC1;20191107878
7-1-2019;112-Seeker Extreme;115;44;5060;6;126;3542;10-1-2019;DC2;20191107879
7-1-2019;44-Firefly Lite;159;65;10335;1;198;7234,5;10-1-2019;DC2;20191107880
7-1-2019;89-Lady Hailstorm Titanium Irons;130;80;10400;6;179;6760;8-1-2019;DC3;20191107881
7-1-2019;5-Bear Survival Edge;60;98;5880;1;77;4880,4;9-1-2019;DC4;20191107882
7-1-2019;54-Granite Belay;214;39;8346;6;33;5508,36;10-1-2019;DC3;20191107883
7-1-2019;114-Single Edge;200;47;9400;7;76;7520;11-1-2019;DC3;20191107884
7-1-2019;117-Star Gazer 2;54;57;3078;2;308;2185,38;8-1-2019;DC3;20191107885
7-1-2019;87-Lady Hailstorm Steel Irons;226;62;14012;7;226;9668,28;11-1-2019;DC4;20191107886
7-1-2019;100-Opera Vision;77;85;6545;4;531;4516,05;10-1-2019;DC4;20191107887
7-1-2019;30-Deluxe Family Relief Kit;184;91;16744;4;562;13227,76;10-1-2019;DC2;20191107888
7-1-2019;15-Canyon Mule Carryall;213;81;17253;7;350;12077,1;10-1-2019;DC1;20191107889
7-1-2019;105-Polar Sun;213;45;9585;5;209;7092,9;10-1-2019;DC1;20191107890
7-1-2019;19-Canyon Mule Journey Backpack;143;81;11583;4;133;7760,61;8-1-2019;DC2;20191107891
7-1-2019;96-Mountain Man Combination;150;83;12450;7;105;9835,5;9-1-2019;DC2;20191107892
7-1-2019;64-Granite Signal Mirror;234;70;16380;5;578;12448,8;10-1-2019;DC2;20191107893
7-1-2019;63-Granite Shovel;127;83;10541;7;355;8538,21;10-1-2019;DC3;20191107894
7-1-2019;132-TrailChef Cup;179;88;15752;5;249;12916,64;11-1-2019;DC4;20191107895
7-1-2019;9-BugShield Extreme;50;30;1500;4;155;1245;9-1-2019;DC2;20191107896
7-1-2019;70-Hibernator;174;53;9222;7;367;7193,16;10-1-2019;DC1;20191107897
7-1-2019;123-Sun Shelter 15;95;66;6270;2;489;4451,7;9-1-2019;DC3;20191107898
7-1-2019;97-Mountain Man Deluxe;66;38;2508;1;641;1830,84;11-1-2019;DC4;20191107899
7-1-2019;40-Firefly 4;169;29;4901;2;294;3920,8;8-1-2019;DC2;20191107900
7-1-2019;119-Star Gazer 6;187;97;18139;1;523;12153,13;11-1-2019;DC1;20191107901
7-1-2019;64-Granite Signal Mirror;234;38;8892;1;648;6757,92;10-1-2019;DC4;20191107902
7-1-2019;68-Hailstorm Titanium Woods Set;133;21;2793;2;466;2150,61;11-1-2019;DC4;20191107903
7-1-2019;39-Firefly 2;130;75;9750;4;502;8190;10-1-2019;DC1;20191107904
7-1-2019;75-Hibernator Pillow;245;8;1960;4;9;1528,8;11-1-2019;DC2;20191107905
7-1-2019;51-Glacier GPS;84;79;6636;2;387;4777,92;11-1-2019;DC3;20191107906
7-1-2019;115-Sky Pilot;233;92;21436;3;528;16291,36;11-1-2019;DC4;20191107907
7-1-2019;81-Husky Rope 50;204;22;4488;1;451;3769,92;8-1-2019;DC1;20191107908
7-1-2019;130-TrailChef Canteen;52;46;2392;4;24;1794;10-1-2019;DC3;20191107909
7-1-2019;5-Bear Survival Edge;60;51;3060;1;475;2539,8;10-1-2019;DC2;20191107910
7-1-2019;103-Polar Ice;221;60;13260;6;696;9016,8;11-1-2019;DC4;20191107911
7-1-2019;123-Sun Shelter 15;95;40;3800;5;59;2698;9-1-2019;DC3;20191107912
7-1-2019;28-Course Pro Umbrella;136;34;4624;5;129;3144,32;10-1-2019;DC4;20191107913
7-1-2019;105-Polar Sun;213;21;4473;2;515;3310,02;9-1-2019;DC4;20191107914
7-1-2019;65-Hailstorm Steel Irons;178;3;534;4;624;384,48;10-1-2019;DC1;20191107915
7-1-2019;85-Insect Bite Relief;138;78;10764;4;397;6996,6;9-1-2019;DC2;20191107916
7-1-2019;107-Ranger Vision;111;29;3219;7;191;2736,15;9-1-2019;DC2;20191107917
7-1-2019;13-BugShield Spray;196;45;8820;1;122;5733;10-1-2019;DC4;20191107918
7-1-2019;133-TrailChef Deluxe Cook Set;223;44;9812;1;39;7555,24;8-1-2019;DC1;20191107919
7-1-2019;72-Hibernator Extreme;249;52;12948;5;224;9581,52;8-1-2019;DC1;20191107920
7-1-2019;100-Opera Vision;77;45;3465;7;336;2390,85;11-1-2019;DC4;20191107921
7-1-2019;74-Hibernator Pad;82;71;5822;1;470;4832,26;8-1-2019;DC2;20191107922
7-1-2019;10-BugShield Lotion;205;56;11480;5;550;9528,4;9-1-2019;DC2;20191107923
7-1-2019;3-Auto Pilot;81;29;2349;6;480;1573,83;10-1-2019;DC1;20191107924
7-1-2019;23-Compact Relief Kit;173;41;7093;1;201;5248,82;11-1-2019;DC4;20191107925
7-1-2019;99-Mountain Man Extreme;117;97;11349;1;232;9533,16;8-1-2019;DC2;20191107926
7-1-2019;144-Zone;177;7;1239;6;32;1015,98;8-1-2019;DC2;20191107927
7-1-2019;123-Sun Shelter 15;95;84;7980;3;408;5665,8;10-1-2019;DC2;20191107928
7-1-2019;49-Glacier Basic;215;8;1720;1;221;1376;8-1-2019;DC4;20191107929
7-1-2019;56-Granite Chalk Bag;140;90;12600;6;312;8694;10-1-2019;DC1;20191107930
7-1-2019;91-Legend;175;49;8575;1;307;6860;8-1-2019;DC2;20191107931
7-1-2019;95-Mountain Man Analog;126;18;2268;4;192;1791,72;8-1-2019;DC2;20191107932
7-1-2019;127-Trail Master;73;76;5548;5;157;4216,48;9-1-2019;DC1;20191107933
7-1-2019;110-Seeker 35;150;9;1350;7;573;1120,5;10-1-2019;DC4;20191107934
7-1-2019;52-Glacier GPS Extreme;127;94;11938;5;142;8714,74;9-1-2019;DC3;20191107935
7-1-2019;114-Single Edge;200;88;17600;5;95;14080;8-1-2019;DC2;20191107936
7-1-2019;101-Pocket Gizmo;207;93;19251;4;449;14630,76;11-1-2019;DC4;20191107937
7-1-2019;138-TrailChef Utensils;206;32;6592;2;676;4284,8;8-1-2019;DC2;20191107938
7-1-2019;100-Opera Vision;77;100;7700;1;387;5313;10-1-2019;DC1;20191107939
7-1-2019;65-Hailstorm Steel Irons;178;87;15486;5;373;11149,92;8-1-2019;DC1;20191107940
7-1-2019;61-Granite Ice;165;30;4950;5;239;4059;11-1-2019;DC2;20191107941
7-1-2019;20-Canyon Mule Weekender Backpack;84;4;336;5;72;218,4;9-1-2019;DC3;20191107942
7-1-2019;111-Seeker 50;71;45;3195;6;480;2524,05;8-1-2019;DC2;20191107943
7-1-2019;85-Insect Bite Relief;138;1;138;3;391;89,7;9-1-2019;DC4;20191107944
7-1-2019;100-Opera Vision;77;70;5390;4;290;3719,1;9-1-2019;DC1;20191107945
7-1-2019;9-BugShield Extreme;50;28;1400;2;483;1162;9-1-2019;DC1;20191107946
7-1-2019;27-Course Pro Putter;198;32;6336;4;134;4942,08;10-1-2019;DC3;20191107947
7-1-2019;76-Hibernator Self - Inflating Mat;51;12;612;5;501;514,08;10-1-2019;DC4;20191107948
7-1-2019;35-EverGlow Kerosene;106;4;424;6;170;301,04;8-1-2019;DC4;20191107949
7-1-2019;38-Fairway;78;82;6396;1;225;4733,04;8-1-2019;DC2;20191107950
7-1-2019;46-Firefly Multi-light;248;90;22320;1;362;18972;10-1-2019;DC2;20191107951
7-1-2019;97-Mountain Man Deluxe;66;100;6600;4;698;4818;11-1-2019;DC2;20191107952
7-1-2019;32-Edge Extreme;83;25;2075;4;269;1597,75;8-1-2019;DC3;20191107953
7-1-2019;129-Trail Star;129;62;7998;4;407;6398,4;8-1-2019;DC1;20191107954
7-1-2019;118-Star Gazer 3;72;11;792;3;430;570,24;9-1-2019;DC1;20191107955
7-1-2019;57-Granite Climbing Helmet;53;32;1696;2;187;1339,84;10-1-2019;DC2;20191107956
7-1-2019;31-Double Edge;124;36;4464;3;515;3303,36;11-1-2019;DC2;20191107957
7-1-2019;9-BugShield Extreme;50;34;1700;5;247;1411;10-1-2019;DC2;20191107958
7-1-2019;70-Hibernator;174;83;14442;5;17;11264,76;11-1-2019;DC4;20191107959
7-1-2019;120-Star Lite;226;57;12882;4;539;10692,06;11-1-2019;DC1;20191107960
7-1-2019;46-Firefly Multi-light;248;81;20088;3;581;17074,8;11-1-2019;DC3;20191107961
7-1-2019;67-Hailstorm Titanium Irons;195;72;14040;1;269;10530;8-1-2019;DC2;20191107962
7-1-2019;28-Course Pro Umbrella;136;7;952;4;298;647,36;11-1-2019;DC2;20191107963
7-1-2019;121-Star Peg;181;29;5249;4;182;4409,16;10-1-2019;DC3;20191107964
7-1-2019;117-Star Gazer 2;54;3;162;6;38;115,02;9-1-2019;DC2;20191107965
7-1-2019;98-Mountain Man Digital;116;96;11136;2;301;7795,2;11-1-2019;DC4;20191107966
7-1-2019;42-Firefly Climbing Lamp;98;30;2940;2;206;2381,4;10-1-2019;DC3;20191107967
7-1-2019;41-Firefly Charger;175;18;3150;2;340;2110,5;11-1-2019;DC2;20191107968
7-1-2019;33-EverGlow Butane;233;55;12815;6;537;9098,65;9-1-2019;DC1;20191107969
7-1-2019;29-Dante;178;61;10858;7;141;9120,72;10-1-2019;DC4;20191107970
7-1-2019;82-Husky Rope 60;88;100;8800;5;473;6248;11-1-2019;DC4;20191107971
7-1-2019;84-Infinity;138;54;7452;7;259;6036,12;8-1-2019;DC1;20191107972
7-1-2019;88-Lady Hailstorm Steel Woods Set;141;94;13254;6;106;10868,28;8-1-2019;DC4;20191107973
7-1-2019;21-Capri;222;62;13764;7;202;10323;10-1-2019;DC3;20191107974
7-1-2019;74-Hibernator Pad;82;5;410;5;659;340,3;10-1-2019;DC3;20191107975
7-1-2019;107-Ranger Vision;111;42;4662;2;51;3962,7;11-1-2019;DC4;20191107976
7-1-2019;120-Star Lite;226;83;18758;6;439;15569,14;9-1-2019;DC3;20191107977
7-1-2019;136-TrailChef Kitchen Kit;203;65;13195;7;125;10556;8-1-2019;DC1;20191107978
7-1-2019;75-Hibernator Pillow;245;48;11760;2;380;9172,8;8-1-2019;DC2;20191107979
7-1-2019;70-Hibernator;174;36;6264;6;258;4885,92;11-1-2019;DC3;20191107980
7-1-2019;25-Course Pro Golf and Tee Set;229;29;6641;5;275;5113,57;11-1-2019;DC2;20191107981
7-1-2019;79-Husky Rope 100;221;77;17017;6;296;13783,77;11-1-2019;DC2;20191107982
7-1-2019;67-Hailstorm Titanium Irons;195;47;9165;5;77;6873,75;11-1-2019;DC1;20191107983
7-1-2019;74-Hibernator Pad;82;82;6724;2;493;5580,92;8-1-2019;DC2;20191107984
7-1-2019;58-Granite Extreme;235;26;6110;7;235;4460,3;8-1-2019;DC2;20191107985
7-1-2019;87-Lady Hailstorm Steel Irons;226;68;15368;7;182;10603,92;9-1-2019;DC2;20191107986
7-1-2019;44-Firefly Lite;159;44;6996;3;381;4897,2;10-1-2019;DC1;20191107987
